waiting for the drop to settle...
landed, pitch = 0.00 deg  roll = 0.00 deg
body position: [2.9341260814138846e-10, 3.0518526821741754e-06, 0.4204983712781158]
yaw at settle (before control_loop has published a single command): -0.00 deg
--- crouch (hip/knee only, all ABAD at 0) ---
  [crouch   1%] pitch: +0.00 deg  roll: +0.00 deg  yaw: -0.00 deg  body_xyz: [2.9341260814138846e-10, 3.0518526821741754e-06, 0.4204983712781158]  speed_xy: 0.000 (target 0.150)  pitch_rate: +0.0 deg/s  theta(p=+0.00 d=+0.00 clamped=+0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.200 FR:-0.200 BL:-0.200 BR:-0.200}
  [crouch   9%] pitch: +0.05 deg  roll: -0.03 deg  yaw: -0.01 deg  body_xyz: [0.0005149329304797152, 0.00019407138396234443, 0.38233411606176615]  speed_xy: 0.027 (target 0.150)  pitch_rate: +0.1 deg/s  theta(p=+0.00 d=+0.00 clamped=+0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.177 FR:-0.177 BL:-0.178 BR:-0.178}
  [crouch  19%] pitch: +0.03 deg  roll: -0.01 deg  yaw: +0.07 deg  body_xyz: [0.003570282284827741, 4.119791412199085e-05, 0.3612709761605178]  speed_xy: 0.021 (target 0.150)  pitch_rate: -0.1 deg/s  theta(p=+0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.166 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  28%] pitch: +0.05 deg  roll: -0.01 deg  yaw: +0.06 deg  body_xyz: [0.006134073828153988, 8.031333162539411e-05, 0.3604867819142247]  speed_xy: 0.010 (target 0.150)  pitch_rate: +0.1 deg/s  theta(p=+0.00 d=+0.00 clamped=+0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  37%] pitch: +0.03 deg  roll: -0.01 deg  yaw: +0.05 deg  body_xyz: [0.006274065968565544, 5.5114003368168145e-05, 0.3604887530700757]  speed_xy: 0.003 (target 0.150)  pitch_rate: -0.1 deg/s  theta(p=+0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  47%] pitch: -0.00 deg  roll: -0.00 deg  yaw: +0.05 deg  body_xyz: [0.005859654472954954, 2.039553130562694e-05, 0.3605106558781237]  speed_xy: 0.001 (target 0.150)  pitch_rate: -0.2 deg/s  theta(p=-0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  56%] pitch: -0.00 deg  roll: +0.00 deg  yaw: +0.04 deg  body_xyz: [0.005825274432644813, 1.4385864485874567e-05, 0.3605167144653389]  speed_xy: 0.000 (target 0.150)  pitch_rate: -0.0 deg/s  theta(p=-0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  65%] pitch: -0.01 deg  roll: +0.00 deg  yaw: +0.04 deg  body_xyz: [0.005816983287531416, 1.2834468852967312e-05, 0.36051834082493406]  speed_xy: 0.000 (target 0.150)  pitch_rate: -0.0 deg/s  theta(p=-0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  75%] pitch: -0.01 deg  roll: +0.00 deg  yaw: +0.04 deg  body_xyz: [0.005813967679204621, 1.2355573631585101e-05, 0.36051881927839025]  speed_xy: 0.000 (target 0.150)  pitch_rate: -0.0 deg/s  theta(p=-0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  84%] pitch: -0.01 deg  roll: +0.00 deg  yaw: +0.04 deg  body_xyz: [0.005812965779004209, 1.2253254394233365e-05, 0.36051890783277185]  speed_xy: 0.000 (target 0.150)  pitch_rate: -0.0 deg/s  theta(p=-0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch  93%] pitch: -0.01 deg  roll: +0.00 deg  yaw: +0.04 deg  body_xyz: [0.005812965779004209, 1.2253254394233365e-05, 0.36051890783277185]  speed_xy: 0.000 (target 0.150)  pitch_rate: -0.0 deg/s  theta(p=-0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
  [crouch settle] pitch: -0.01 deg  roll: +0.00 deg  yaw: +0.04 deg  body_xyz: [0.00581196390994411, 1.2231940955950529e-05, 0.3605189150771958]  speed_xy: 0.000 (target 0.150)  pitch_rate: -0.0 deg/s  theta(p=-0.00 d=-0.00 clamped=-0.00) deg  yaw_corr(err=+0.00deg I=+0.000 -> fx_term=+0.0000 fy_term=-0.0000)  legs: {'FL': '-', 'FR': '-', 'BL': '-', 'BR': '-'}  active_pair: None  foot_z: {FL:-0.167 FR:-0.166 BL:-0.166 BR:-0.166}
